timestamp,sample_id,label,estacion,roi_x,roi_y,roi_w,roi_h,std_mean_intensity,std_std_intensity,std_min_intensity,std_max_intensity,std_mean_grad,std_std_grad,std_max_grad,std_mean_abs_lap,std_std_lap,std_glare_pct,mean_mean_intensity,mean_std_intensity,mean_min_intensity,mean_max_intensity,mean_mean_grad,mean_std_grad,mean_max_grad,mean_mean_abs_lap,mean_std_lap,mean_glare_pct,max_mean_intensity,max_std_intensity,max_min_intensity,max_max_intensity,max_mean_grad,max_std_grad,max_max_grad,max_mean_abs_lap,max_std_lap,max_glare_pct,min_mean_intensity,min_std_intensity,min_min_intensity,min_max_intensity,min_mean_grad,min_std_grad,min_max_grad,min_mean_abs_lap,min_std_lap,min_glare_pct
2026-05-30T13:47:06,1,buena,1,465,364,108,100,0.08560416847467422,0.019669346511363983,0.01018853485584259,0.005094266962260008,0.014272401109337807,0.03820471093058586,0.4201207160949707,0.0029993390198796988,0.009978328831493855,0.0,0.3641224503517151,0.28151053190231323,0.0058823530562222,0.779411792755127,0.15465092658996582,0.2709153890609741,2.369292974472046,0.024589234963059425,0.054316211491823196,0.0,0.49116843938827515,0.3116537928581238,0.0235294122248888,0.7882353067398071,0.17888027429580688,0.3368760347366333,2.8702242374420166,0.02921605110168457,0.06974601000547409,0.0,0.251177579164505,0.25684207677841187,0.0,0.7764706015586853,0.14269857108592987,0.24443458020687103,1.7661257982254028,0.021348221227526665,0.04372875392436981,0.0
2026-05-30T13:47:08,2,mala,2,294,341,100,103,0.09675920754671097,0.06409218907356262,0.00480292085558176,0.09242763370275497,0.05926245078444481,0.09823796898126602,0.49511560797691345,0.008311226963996887,0.01275057252496481,0.0,0.1140432134270668,0.13314087688922882,0.003921568859368563,0.6901960372924805,0.14321601390838623,0.2734910547733307,2.4087812900543213,0.03032505512237549,0.06562197208404541,0.0,0.27910298109054565,0.22567181289196014,0.0117647061124444,0.7882353067398071,0.24421635270118713,0.3846401870250702,2.94624924659729,0.04400381073355675,0.08357352763414383,0.0,0.03530554473400116,0.05174664780497551,0.0,0.572549045085907,0.09237074106931686,0.15041986107826233,1.8960694074630737,0.022170189768075943,0.04826364293694496,0.0
2026-05-30T13:47:09,3,mala,3,281,116,85,87,0.046151503920555115,0.041574276983737946,0.006792356725782156,0.004384446889162064,0.05655854567885399,0.07436242699623108,0.09339425712823868,0.010791892185807228,0.02118891105055809,0.0,0.0980764776468277,0.123888298869133,0.003921568859368563,0.7666667103767395,0.15257586538791656,0.2619258463382721,2.479307174682617,0.030327726155519485,0.06030673533678055,0.0,0.1671755164861679,0.1669154167175293,0.01568627543747425,0.772549033164978,0.22671476006507874,0.34213218092918396,2.577548027038574,0.04248286783695221,0.08400144428014755,0.0,0.05477362498641014,0.07738422602415085,0.0,0.7607843279838562,0.09034942090511322,0.17823104560375214,2.3529934883117676,0.019218074157834053,0.03812553361058235,0.0
2026-05-30T13:47:10,4,mala,4,146,120,89,88,0.07489049434661865,0.05519787594676018,0.008024856448173523,0.10766027122735977,0.06265584379434586,0.04517015814781189,0.32551807165145874,0.006301395129412413,0.005236574448645115,0.0,0.10774637758731842,0.13174530863761902,0.0068627456203103065,0.6950980424880981,0.15602251887321472,0.26452189683914185,2.415550470352173,0.03076644241809845,0.06605309247970581,0.0,0.21535181999206543,0.21115033328533173,0.019607843831181526,0.7921568751335144,0.23762884736061096,0.3155537545681,2.699418067932129,0.03706913813948631,0.07145818322896957,0.0,0.026800058782100677,0.07272902876138687,0.0,0.5176470875740051,0.06828684359788895,0.198656365275383,1.8649274110794067,0.02031935378909111,0.05757150053977966,0.0
2026-05-30T13:47:37,5,buena,1,465,364,108,100,0.08844805508852005,0.01661165989935398,0.014803597703576088,0.00642886059358716,0.021251192316412926,0.05305855721235275,0.425729364156723,0.005468329880386591,0.013104979880154133,0.0,0.35661792755126953,0.2791805565357208,0.009803921915590763,0.781372606754303,0.1534706950187683,0.2655094563961029,2.303889036178589,0.0243041031062603,0.053259458392858505,0.0,0.4907759726047516,0.3007834553718567,0.03529411926865578,0.7921568751335144,0.1879628300666809,0.351231187582016,2.855640172958374,0.03265940397977829,0.07513702660799026,0.0,0.2516358196735382,0.25480934977531433,0.0,0.7764706015586853,0.13000358641147614,0.20621994137763977,1.8358386754989624,0.017316266894340515,0.04046735540032387,0.0
2026-05-30T13:47:38,6,buena,2,294,341,100,103,0.11485572904348373,0.033475831151008606,0.054409559816122055,0.013584711588919163,0.02690274827182293,0.06349218636751175,0.6278048753738403,0.00477343425154686,0.014220614917576313,0.0,0.4151996970176697,0.26918601989746094,0.05490196496248245,0.7843137383460999,0.15003398060798645,0.25704458355903625,1.9712352752685547,0.023056255653500557,0.04792090877890587,0.0,0.5551658272743225,0.3026266396045685,0.125490203499794,0.8078431487083435,0.18456779420375824,0.3324095606803894,2.802591323852539,0.02902265451848507,0.06518859416246414,0.0,0.24285246431827545,0.21717476844787598,0.0,0.7764706015586853,0.1108139157295227,0.17359478771686554,1.192840337753296,0.01725185662508011,0.031112998723983765,0.0
2026-05-30T13:47:39,7,mala,3,281,116,85,87,0.04471760243177414,0.04346326366066933,0.007001400459557772,0.009196893312036991,0.056261349469423294,0.07848068326711655,0.10457494854927063,0.011077708564698696,0.023235924541950226,0.0,0.10983548313379288,0.13086757063865662,0.0068627456203103065,0.7764706015586853,0.16377632319927216,0.27561232447624207,2.5689773559570312,0.03169192373752594,0.06129034608602524,0.0,0.1754094809293747,0.17569488286972046,0.01568627543747425,0.7921568751335144,0.2340347319841385,0.3660215437412262,2.698324203491211,0.043273016810417175,0.0886518806219101,0.0,0.06386879831552505,0.0792199894785881,0.0,0.7686274647712708,0.10200368613004684,0.18191705644130707,2.4084689617156982,0.02054859697818756,0.03683307766914368,0.0
2026-05-30T13:47:40,8,mala,4,146,120,89,88,0.0803009420633316,0.05554913729429245,0.006428861524909735,0.09531004726886749,0.06488926708698273,0.04412410780787468,0.2891111373901367,0.0062245894223451614,0.004520573187619448,0.0,0.11368118226528168,0.13637995719909668,0.0049019609577953815,0.6990195512771606,0.16102373600006104,0.27407169342041016,2.337376117706299,0.031863994896411896,0.06845148652791977,0.0,0.23046977818012238,0.215797558426857,0.01568627543747425,0.7882353067398071,0.24515517055988312,0.32008349895477295,2.5883421897888184,0.03818371891975403,0.07490896433591843,0.0,0.028342248871922493,0.07577230781316757,0.0,0.5411764979362488,0.07087785750627518,0.20593157410621643,1.8451887369155884,0.021567124873399734,0.06215763837099075,0.0
2026-05-30T13:48:07,9,mala,1,465,364,108,100,0.0669809877872467,0.017513927072286606,0.01018853485584259,0.005094266962260008,0.02195567637681961,0.04733658954501152,0.3969816267490387,0.005651221144944429,0.013770408928394318,0.0,0.3798331618309021,0.28459328413009644,0.0058823530562222,0.779411792755127,0.16964992880821228,0.2789139151573181,2.287135124206543,0.026486294344067574,0.0567350871860981,0.0,0.4899001717567444,0.30171912908554077,0.0235294122248888,0.7882353067398071,0.2062423825263977,0.35884714126586914,2.870615243911743,0.036177199333906174,0.08040571212768555,0.0,0.3097796142101288,0.25651389360427856,0.0,0.7764706015586853,0.15212209522724152,0.23808950185775757,1.8432624340057373,0.021970951929688454,0.04706614091992378,0.0
2026-05-30T13:48:10,10,buena,2,294,341,100,103,0.11714699119329453,0.038057710975408554,0.059311702847480774,0.009754778817296028,0.02790888026356697,0.06871657818555832,0.603519856929779,0.005112370941787958,0.014667711220681667,0.0,0.41620007157325745,0.2675269842147827,0.060784317553043365,0.7833333611488342,0.1568775326013565,0.26583293080329895,1.987450122833252,0.024837901815772057,0.05194544792175293,0.0,0.5642398595809937,0.3026837110519409,0.1411764770746231,0.800000011920929,0.19409802556037903,0.34074002504348755,2.788728952407837,0.03106643818318844,0.06786282360553741,0.0,0.24313725531101227,0.2066527158021927,0.0,0.7764706015586853,0.11821765452623367,0.17688195407390594,1.2222340106964111,0.018311060965061188,0.032994747161865234,0.0
